,First Name,Date,Event,Pools,Pools,Table of 512,Table of 256,Table of 128,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Al-Nasser,Zaid,7/7/2022,V70MF, ,,, , ,, , , ,Ref: 1, , , 
Al-Nasser,Zaid,7/7/2022,V80MF, ,,, , ,, , , , , , , 
Al-Nasser,Zaid,7/7/2022,Y14WE, ,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Al-Nasser,Zaid,7/8/2022,Y14ME,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 2, , , , , , 
Al-Nasser,Zaid,7/8/2022,Y14WF,Ref: 1,,, ,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Al-Nasser,Zaid,7/9/2022,DV2WF,Ref: 1,,, ,Ref: 1,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Al-Nasser,Zaid,7/9/2022,Y14MF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Al-Nasser,Zaid,7/10/2022,DV2MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1, , ,Ref: 1, , 
Al-Nasser,Zaid,7/10/2022,Y10MF,Ref: 1,,, ,Ref: 2,,Ref: 1,Ref: 2, , , , , 
Al-Nasser,Zaid,7/11/2022,Y12MF,Ref: 1,,, ,Ref: 3,, ,Ref: 1, , , , , 
Alperstein,Donald,10/30/2021,U17ME,Ref: 1,,,,,,,Ref: 1,Assist: 1,Video: 1,Video: 1,,
Alperstein,Donald,10/31/2021,U17WE,Ref: 1,,,,,,Ref: 1,Ref: 1,,,,,
Alperstein,Donald,10/31/2021,U17WF,,,,,,,,,,Assist: 1,,,
Alperstein,Donald,12/9/2021,U17ME,Ref: 1,,,,,,,Ref: 1,Ref: 1  Assist: 1,Video: 1,Video: 1,,Ref: 1
Alperstein,Donald,12/9/2021,U17WE,,,,,,,,Ref: 1,Video: 1,,Video: 1  Assist: 1,,
Alperstein,Donald,12/10/2021,DV1WE,Ref: 1,,,,,,,Ref: 1,Video: 1,,Video: 1,,
Alperstein,Donald,12/10/2021,U20ME,,,,Ref: 2,Ref: 1,,Ref: 1,,,,,,
Alperstein,Donald,12/11/2021,U20WE,,,,Ref: 1,Ref: 2,,,,Video: 2,Video: 1,Video: 1,,
Alperstein,Donald,12/12/2021,DV1ME,Ref: 1,,,,,,,,,,,,
Alperstein,Donald,1/7/2022,V60WE,Ref: 1,,,,,,,Ref: 1,,Video: 1,Video: 1,,
Alperstein,Donald,7/7/2022,VTMME, ,,, , ,, ,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1, 
Alperstein,Donald,7/8/2022,Y14ME,Ref: 1,,, , ,, ,Ref: 1,Ref: 1,Video: 1,Video: 1, , 
Alperstein,Donald,7/9/2022,DV3ME,Ref: 1,,, , ,, , ,Ref: 1,Ref: 1, , , 
Alperstein,Donald,7/11/2022,Y10ME,Ref: 1,,, , ,, , ,Ref: 1, , , , 
Angelova-Atanassov,Anna,12/9/2021,U17ME,Ref: 1,,,Video: 1,Ref: 2,,Ref: 2,,Video: 1  Assist: 1,Ref: 1,,,
Angelova-Atanassov,Anna,12/9/2021,U17WE,,,,,Ref: 1,,Ref: 2,,,,,,
Angelova-Atanassov,Anna,12/10/2021,DV1WE,Ref: 1,,,,Ref: 2,,Ref: 2,,Video: 1,Video: 1,,,
Angelova-Atanassov,Anna,12/10/2021,U20ME,,,,Ref: 2,Ref: 2,,,,,,,,
Angelova-Atanassov,Anna,12/11/2021,U20MF,Ref: 1,,,Ref: 2,Ref: 3,,Ref: 2,,,,,,
Angelova-Atanassov,Anna,12/11/2021,U20WE,Ref: 1,,,,Ref: 3,,Ref: 1,,,,,,
Angelova-Atanassov,Anna,12/12/2021,DV1ME,Ref: 1,Ref: 1,,Ref: 2,Ref: 2,,Ref: 2,,,,,,
Angelova-Atanassov,Anna,1/7/2022,DV1MF,Ref: 1,,,Ref: 1,Ref: 2,,,Video: 1,,,,,
Angelova-Atanassov,Anna,1/8/2022,U20MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,,,,,
Angelova-Atanassov,Anna,1/9/2022,U20WF,Ref: 1,,,,,,,,,,,,
Angelova-Atanassov,Anna,1/9/2022,V40MF,Ref: 1,,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
Angelova-Atanassov,Anna,1/10/2022,V40ME,Ref: 1,,,,,,,Ref: 2,,,,,
Angelova-Atanassov,Anna,1/10/2022,V50WS,,,,,,,,,Ref: 1,Ref: 1,Assist: 1,,
Angelova-Atanassov,Anna,1/10/2022,V60WS,,,,,,,,,,,,,Assist: 1
Angelova-Atanassov,Anna,1/10/2022,V70WS,,,,,,,,,,Video: 1,,,
Angelova-Atanassov,Anna,2/18/2022,U20MS,Ref: 2,,,,,,,,,,,,
Angelova-Atanassov,Anna,2/18/2022,U20WF,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,Assist: 1,Video: 1,,,
Angelova-Atanassov,Anna,2/19/2022,U17MF,Ref: 1,,,Ref: 2,Ref: 2,,,Ref: 1,Assist: 1,,,,
Angelova-Atanassov,Anna,2/19/2022,U20WS,Ref: 2,,,Ref: 1,Ref: 2,,Ref: 2,Ref: 1,,,,,
Angelova-Atanassov,Anna,2/20/2022,JTMMF,,,,,,,,Ref: 1,Ref: 1,,,,
Angelova-Atanassov,Anna,2/20/2022,U20ME,Ref: 1,,,Ref: 2,,,,Ref: 1,,,,,
Angelova-Atanassov,Anna,2/21/2022,U20MF,Ref: 2,,,Ref: 2,,,,,,,,,
Angelova-Atanassov,Anna,3/4/2022,Y10MF,Ref: 1,,,,,,Ref: 2,Ref: 2,,Video: 1,Ref: 1,,
Angelova-Atanassov,Anna,3/4/2022,Y14WF,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,,,,
Angelova-Atanassov,Anna,3/6/2022,Y10WF,Ref: 1,,,,,,Ref: 2,Ref: 1,,Video: 1,,,
Angelova-Atanassov,Anna,3/6/2022,Y12MF,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,Ref: 1,Ref: 1,,,,
Angelova-Atanassov,Anna,3/7/2022,Y14MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 2,Ref: 1,,,,,
Astudillo,Charles,10/29/2021,U17MF,Ref: 1,,,,,,,,,,,,
Astudillo,Charles,10/29/2021,Y14MS,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,Assist: 1,,,Assist: 1
Astudillo,Charles,10/30/2021,DV1WF,Ref: 1,,,,,,,,,Assist: 1,,,
Astudillo,Charles,10/30/2021,Y14MF,Ref: 1,,,,,,,,,,,,
Astudillo,Charles,10/31/2021,DV1MF,Ref: 1,,,,,,,,,,,,
Astudillo,Charles,10/31/2021,U17WF,Ref: 1,,,,Ref: 3,,Ref: 1,,Ref: 1  Assist: 1,,,,
Astudillo,Charles,11/1/2021,DV1ME,Ref: 1,Ref: 1,,,,,,,,Video: 1,,,
Astudillo,Charles,12/9/2021,DV1MF,Ref: 1,,,,,,,,,,,,
Astudillo,Charles,12/9/2021,U17WF,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,,,,
Astudillo,Charles,12/10/2021,U17MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 3,,,,,,
Astudillo,Charles,12/10/2021,U20ME,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,,Ref: 1,,,
Astudillo,Charles,12/11/2021,U20MF,Ref: 1,,,Ref: 2,Ref: 3,,,,,,,,
Astudillo,Charles,12/11/2021,U20WF,Ref: 1,,,Ref: 1,,,,,,,,,
Astudillo,Charles,12/12/2021,DV1ME,Ref: 1,Ref: 1,,,,,,,,,,,
Astudillo,Charles,1/7/2022,DV1MF,Ref: 1,,,,,,,,,,,,
Astudillo,Charles,1/7/2022,V50WE,,,,,,,,,Ref: 1,,,,
Astudillo,Charles,1/8/2022,U20ME,Ref: 1,,,Ref: 1,,,,,Ref: 1,Video: 1,,,
Astudillo,Charles,1/9/2022,DV1ME,Ref: 1,,,,,,,,,,,,
Astudillo,Charles,1/9/2022,V60MF,Ref: 1,,,,,,,Ref: 1,Ref: 1,Ref: 1  Video: 1,Ref: 1,,Video: 1
Astudillo,Charles,1/10/2022,U20WE,Ref: 1,,,,,,,,Video: 1,Video: 1,,,
Astudillo,Charles,1/10/2022,V40ME,,,,,,,,,,Video: 1  Assist: 1,Ref: 1,,
Astudillo,Charles,2/18/2022,U17ME,Ref: 1,,,,Ref: 1,,,,,,,,
Astudillo,Charles,2/18/2022,U20WF,Ref: 1,,,Ref: 1,Ref: 1,,,,,,,,
Astudillo,Charles,2/19/2022,U17MF,Ref: 1,,,,,,,,Assist: 1,Video: 1,,,
Astudillo,Charles,2/19/2022,U20WE,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 2,,,,,
Astudillo,Charles,2/20/2022,U17WF,Ref: 1,,,,,,,,,,,,
Astudillo,Charles,2/20/2022,U20ME,Ref: 1,,,,,,,,,,,,
Astudillo,Charles,2/21/2022,U17WE,Ref: 1,,,,,,,,Ref: 1,,Video: 1,,
Astudillo,Charles,3/4/2022,V50WE,Ref: 1,,,,,,,Ref: 3,Ref: 2,Ref: 1  Assist: 1,Ref: 1,,
Astudillo,Charles,3/4/2022,V70WE,,,,,,,,,Ref: 1,Video: 1  Assist: 1,,,
Astudillo,Charles,3/5/2022,Y12ME,Ref: 1,,,,Ref: 4,,Ref: 2,Ref: 1,,Video: 1,Video: 1,,Video: 1
Astudillo,Charles,3/6/2022,Y10WF,Ref: 1,,,,,,,,,Video: 1,Video: 1,,Video: 1
Astudillo,Charles,3/6/2022,Y12MF,,,,Ref: 1,Ref: 3,,Ref: 1,Ref: 1,,,,,
Astudillo,Charles,3/7/2022,VETWF,Ref: 1,,,,,,,Ref: 2,,Ref: 1,Ref: 1,,Assist: 1
Astudillo,Charles,3/7/2022,Y10ME,,,,,,,,Ref: 1,,Video: 1,,,
Astudillo,Charles,4/21/2022,U19ME,,,,,,,,,Ref: 1  Video: 1,,,,
Astudillo,Charles,4/21/2022,U19MF,Ref: 1,,,,,,Ref: 1,,Ref: 1,,,,
Astudillo,Charles,4/22/2022,U16ME,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,,,,
Astudillo,Charles,4/22/2022,U16WE,Ref: 1,,,,,,,,,,,,
Astudillo,Charles,4/23/2022,DV2ME,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,,,,,
Astudillo,Charles,4/23/2022,STMME,,,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Astudillo,Charles,4/24/2022,DV2MF,Ref: 2,,,,Ref: 3,,Ref: 1,,,,,,
Astudillo,Charles,4/24/2022,U19WE,Ref: 1,,,,,,,,Video: 1,Video: 1,Video: 1,,
Astudillo,Charles,7/2/2022,D1AWE, ,,, , ,, , , , , , ,Video: 1
Astudillo,Charles,7/3/2022,U19WE,Ref: 1,,,Ref: 1,Ref: 1,, , ,Video: 1,Ref: 1, , , 
Astudillo,Charles,7/4/2022,STMMF, ,,, , ,, ,Ref: 1,Ref: 1,Ref: 1, , ,Ref: 1
Astudillo,Charles,7/5/2022,D1AME,Ref: 1,,, ,Ref: 2,,Ref: 2, , , ,Ref: 1, , 
Astudillo,Charles,7/6/2022,V60WF,Ref: 1,,, , ,, , , ,Ref: 1  Video: 1,Video: 1, ,Video: 1
Astudillo,Charles,7/6/2022,V70ME, ,,, , ,, ,Ref: 2,Ref: 2,Video: 2,Video: 1, ,Ref: 1
Astudillo,Charles,7/6/2022,V80WF, ,,, , ,, , , , , , , 
Astudillo,Charles,7/7/2022,DV2ME,Ref: 1,,,Ref: 1, ,, , , , , , , 
Astudillo,Charles,7/7/2022,Y14WE,Ref: 1,,, , ,, , , , ,Video: 1, ,Ref: 1
Astudillo,Charles,7/8/2022,DV2WE,Ref: 1,,, ,Ref: 1,, ,Ref: 1, , , , , 
Astudillo,Charles,7/8/2022,Y14ME,Ref: 1,,, , ,, , , , , , , 
Astudillo,Charles,7/9/2022,DV2WF,Ref: 1,,, ,Ref: 1,,Ref: 2,Ref: 1,Ref: 1, ,Video: 1, ,Video: 1
Astudillo,Charles,7/10/2022,DV2MF,Ref: 1,,, , ,, , , , , , , 
Astudillo,Charles,7/10/2022,Y10MF,Ref: 1,,, , ,, , , , , , , 
Astudillo,Charles,7/11/2022,DV3WE, ,,, , ,, , , , ,Video: 1, , 
Astudillo,Charles,7/11/2022,Y10WF,Ref: 1,,, , ,, , , ,Video: 1,Ref: 1, ,Video: 1
Bailey,Creston,1/8/2022,DV1WE,,,,,Ref: 2,,Ref: 1,Ref: 1,Assist: 1,Video: 1,,,
Bailey,Creston,1/8/2022,U20ME,Ref: 1,,,Ref: 2,Ref: 1,,,,,,,,
Bailey,Creston,1/9/2022,DV1ME,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,,,,
Baker,Tyler,7/2/2022,DV1ME, ,,, , ,, , ,Video: 1,Video: 1,Video: 1, , 
Baker,Tyler,7/3/2022,U19MF,Ref: 1,,, , ,, , , ,Video: 1, , , 
Baker,Tyler,7/4/2022,DV1WE, ,,, , ,, , , , , , ,Video: 1
Baker,Tyler,7/6/2022,U16ME,Ref: 1,,, , ,, , , , , , , 
Baker,Tyler,7/6/2022,V40ME,Ref: 1,,, , ,, , , , , , , 
Baraff,David,1/7/2022,V60WE,,,,,,,,,,Ref: 1,,,
Baraff,David,1/7/2022,V70WE,,,,,,,,,,Assist: 1,Ref: 1,,Ref: 1
Baraff,David,1/8/2022,DV1WE,Ref: 1,,,,,,,,,,,,
Baraff,David,1/8/2022,U20ME,Ref: 1,,,Ref: 2,Ref: 1,,,,Assist: 1,,,,
Baraff,David,1/9/2022,DV1ME,Ref: 1,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,,,,
Baraff,David,1/10/2022,U20WE,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,,,,
Baraff,David,1/10/2022,V60ME,Ref: 1,,,,,,,Ref: 4,Ref: 1,,,,
Baraff,David,3/4/2022,Y14ME,,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,,Ref: 1,Video: 1,,
Baraff,David,3/4/2022,Y14WE,Ref: 1,,,,Ref: 3,,Ref: 3,,,Ref: 1,,,
Baraff,David,3/4/2022,Y14WF,Ref: 1,,,,,,,,,,,,
Baraff,David,3/5/2022,Y12ME,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Baraff,David,3/6/2022,Y10WE,Ref: 1,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Baraff,David,7/4/2022,U19ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Baraff,David,7/5/2022,D1AME,Ref: 1,,, ,Ref: 2,,Ref: 2, , , , , , 
Baraff,David,7/5/2022,U16WE,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1, , ,Ref: 1,Ref: 1, , 
Baraff,David,7/6/2022,U16ME,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1, ,Ref: 1, , , , 
Baraff,David,7/6/2022,V50ME, ,,, , ,, , , , , , , 
Baraff,David,7/6/2022,V60ME, ,,, , ,,Ref: 1,Ref: 3,Ref: 1, , , , 
Baraff,David,7/7/2022,DV2ME,Ref: 1,,,Ref: 2, ,, ,Ref: 1, , , , , 
Baraff,David,7/7/2022,VTMME, ,,, , ,, ,Ref: 1,Ref: 1,Ref: 1, , , 
Baraff,David,7/7/2022,Y14WE, ,,,Ref: 1,Ref: 2,,Ref: 1, ,Ref: 1, , , , 
Baraff,David,7/8/2022,DV2WE, ,,, ,Ref: 1,,Ref: 1, , , , , , 
Baraff,David,7/8/2022,Y14ME,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Barnett,Adam,12/9/2021,DV1WS,Ref: 2,,,,Ref: 1,,Ref: 1,,Ref: 1  Assist: 1,Assist: 1,,,
Barnett,Adam,12/10/2021,U17MS,Ref: 2,,,Ref: 1,Ref: 1,,,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,,
Barnett,Adam,12/10/2021,U20WS,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 2,,Assist: 1,Ref: 1,,,
Barnett,Adam,12/11/2021,U20MS,Ref: 2,,,Ref: 4,Ref: 4,,Ref: 1,Ref: 1,Video: 1,Ref: 1,,,
Barnett,Adam,12/12/2021,DV1MS,Ref: 2,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Barnett,Adam,12/12/2021,U17WS,Ref: 2,,,,Ref: 1,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Ref: 1,Assist: 1,,
Barnett,Adam,1/7/2022,DV1MS,Ref: 1,,,,Ref: 1  Video: 1,,Ref: 2,,Assist: 1,Ref: 1,Assist: 1,,
Barnett,Adam,1/7/2022,DV1WS,Ref: 2,,,,Ref: 3,,Ref: 2,,,Assist: 1,Assist: 1,,Assist: 1
Barnett,Adam,1/8/2022,DV1WE,Ref: 1,,,,,,,,Assist: 1,,,,
Barnett,Adam,1/8/2022,V40MS,,,,,,,,,,Assist: 2,Assist: 1,,
Barnett,Adam,1/8/2022,V70MS,Ref: 1,,,,,,,,Ref: 1,Ref: 1  Video: 1,Ref: 1,,
Barnett,Adam,1/9/2022,U20MS,Ref: 3,,,Ref: 1,Ref: 3,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Barnett,Adam,1/9/2022,U20WS,Ref: 2,,,,Ref: 2,,Ref: 1,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,,
Barnett,Adam,1/10/2022,V40WS,Ref: 1,,,,,,,,,Ref: 1,Video: 1,,
Barnett,Adam,1/10/2022,V50WS,,,,,,,,,Ref: 1,Assist: 1,,,
Barnett,Adam,1/10/2022,V60WS,,,,,,,,,,Video: 1,,,
Barnett,Adam,1/10/2022,V70WS,,,,,,,,,,Assist: 1,,,
Barnett,Adam,3/4/2022,V60MS,Ref: 1,,,,,,,Ref: 1,Ref: 1,Ref: 1  Assist: 1,Ref: 1,,Assist: 1
Barnett,Adam,3/4/2022,V70MS,,,,,,,,,,Video: 1  Assist: 1,Ref: 1,,Ref: 1
Barnett,Adam,3/4/2022,V70WE,,,,,,,,,Ref: 1,Ref: 1  Video: 1,,,
Barnett,Adam,3/4/2022,Y14ME,Ref: 1,,,,Ref: 1,,,,,,,,
Barnett,Adam,3/5/2022,Y10WS,Ref: 1,,,,,,,Ref: 3,Ref: 2,Ref: 1,,,Ref: 1
Barnett,Adam,3/5/2022,Y14MS,Ref: 2,,,Ref: 3,Ref: 4,,Ref: 3,,Ref: 1,,Video: 1,,
Barnett,Adam,3/6/2022,Y12MS,Ref: 1,,,,Ref: 3,,Ref: 2,Ref: 2,Ref: 1,Assist: 2,Ref: 1,,
Barnett,Adam,3/6/2022,Y12WS,,,,,Ref: 1,,Ref: 3,Ref: 2,Ref: 1,,Ref: 1,,
Barnett,Adam,3/7/2022,V40WS,,,,,,,,,,Video: 1,Assist: 1,,Ref: 1
Barnett,Adam,3/7/2022,V50WS,,,,,,,,,,Ref: 1  Assist: 1,Video: 1,,Assist: 1
Barnett,Adam,3/7/2022,V60WS,Ref: 1,,,,,,,,,Ref: 1  Video: 1,,,
Barnett,Adam,3/7/2022,V70WS,,,,,,,,,Ref: 1,Video: 1  Assist: 1,Ref: 1,,
Barnett,Adam,3/7/2022,Y10MS,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,Video: 1
Barnhart,William,12/10/2021,U17MF,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,Ref: 1,,,Ref: 1
Barnhart,William,12/11/2021,U20MF,,,,Ref: 3,,,Ref: 2,,Ref: 1,Assist: 1,,,
Barnhart,William,12/11/2021,U20WF,Ref: 1,,,,,,,Ref: 1,Assist: 2,Ref: 1,Ref: 1,,
Barnhart,William,12/12/2021,DV1WF,Ref: 2,,,,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,,,
Barnhart,William,1/7/2022,DV1MF,Ref: 1,,,Ref: 1,Ref: 1,,,Ref: 1,Video: 1  Assist: 1,Ref: 1,Assist: 1,,
Barnhart,William,1/8/2022,U20MF,Ref: 1,,,,,,Ref: 2,,Assist: 1,,,,
Barnhart,William,1/9/2022,U20WF,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,,,,,
Barnhart,William,2/18/2022,U17ME,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,,,,,
Barnhart,William,2/18/2022,U20WF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,Video: 1,Assist: 1,Ref: 1,,
Barnhart,William,2/19/2022,U17MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Assist: 1,,,,
Barnhart,William,2/19/2022,U20WE,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,,,
Barnhart,William,2/20/2022,U17WF,Ref: 1,,,,Ref: 4,,,Ref: 1,Video: 1  Assist: 1,,Ref: 1,,Assist: 1
Barnhart,William,3/4/2022,V50WE,Ref: 1,,,,,,,Ref: 3,Ref: 2,Video: 1  Assist: 1,Ref: 1,,
Barnhart,William,3/5/2022,Y12WE,Ref: 1,,,,Ref: 2,,Ref: 3,Ref: 2,,,,,
Barnhart,William,3/6/2022,V40ME,Ref: 1,,,,,,,,Ref: 2,Ref: 2  Assist: 1,Video: 1,,Video: 1
Barnhart,William,3/6/2022,V40WF,,,,,,,,,,Video: 1,,,
Barnhart,William,3/6/2022,Y10WE,Ref: 1,,,,,,,,,,,,
Barnhart,William,4/22/2022,DV1MF,Ref: 1,,,,Ref: 2,,Ref: 1,,Video: 1,Video: 1,,,
Barnhart,William,4/22/2022,DV1WF,,,,,Ref: 1,,Ref: 1,Ref: 1,,Ref: 1,Video: 1,,
Barnhart,William,4/23/2022,DV1WE,Ref: 1,,,,Ref: 1,,Ref: 2,,Video: 1,Ref: 1,,,
Barnhart,William,4/23/2022,U19WF,,,,,Ref: 3,,,,,Ref: 1,,,Ref: 1
Barnhart,William,4/24/2022,DV2MF,Ref: 2,,,,Ref: 4,,Ref: 2,,,Ref: 1,,,Video: 1
Becker,Dylan,12/9/2021,DV1WS,Ref: 2,,,,Ref: 2,,Ref: 1,Ref: 2,Ref: 1  Assist: 1,Ref: 1,Assist: 1,,Assist: 1
Becker,Dylan,12/10/2021,U20WS,Ref: 2,,,,Ref: 4,,Ref: 2,Ref: 2,Assist: 1,Video: 1,,,Ref: 1
Becker,Dylan,12/11/2021,U20MS,Ref: 2,,,Ref: 4,Ref: 4,,Ref: 2,Ref: 1,Assist: 1,Ref: 1,Assist: 1,,
Becker,Dylan,12/12/2021,DV1MS,Ref: 2,,,,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,,,,
Becker,Dylan,12/12/2021,U17WS,Ref: 2,,,,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,,,
Becker,Dylan,7/3/2022,D1AMS,Ref: 1,,, ,Ref: 1,,Ref: 1, ,Ref: 1,Ref: 1, , , 
Becker,Dylan,7/3/2022,U19WS,Ref: 2,,,Ref: 1,Ref: 3,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1, , 
Becker,Dylan,7/4/2022,DV1MS,Ref: 2,,, ,Ref: 1,,Ref: 2,Ref: 1,Ref: 1, , , , 
Becker,Dylan,7/4/2022,U19ME,Ref: 1,,,Ref: 2,Ref: 1,, , , , , , , 
Becker,Dylan,7/5/2022,U16MS,Ref: 2,,,Ref: 2,Ref: 2,, , ,Ref: 1, , , , 
Becker,Dylan,7/5/2022,V40MS, ,,, , ,, , , , ,Video: 1, , 
Becker,Dylan,7/5/2022,V50MS,Ref: 1,,, , ,, , , , , , , 
Becker,Dylan,7/5/2022,V60MS, ,,, , ,, , , ,Ref: 1, , ,Ref: 1
Becker,Dylan,7/7/2022,D1AWS,Ref: 1,,, , ,,Ref: 2, , , , , ,Ref: 1
Becker,Dylan,7/7/2022,Y14MS,Ref: 2,,,Ref: 4,Ref: 3,,Ref: 2,Ref: 1,Ref: 1, , , , 
Becker,Dylan,7/9/2022,DV2MS,Ref: 1,,, ,Ref: 4,,Ref: 2,Ref: 1,Ref: 1, , , , 
Becker,Dylan,7/9/2022,Y14WS,Ref: 2,,, ,Ref: 3,,Ref: 3,Ref: 1, ,Ref: 1, , , 
Becker,Dylan,7/10/2022,Y10WS,Ref: 1,,, , ,,Ref: 4,Ref: 1, ,Ref: 1,Video: 1, , 
Becker,Dylan,7/10/2022,Y12MS,Ref: 2,,, ,Ref: 3,,Ref: 2,Ref: 2, , , , ,Ref: 1
Becker,Dylan,7/11/2022,Y12WS,Ref: 2,,, ,Ref: 2,,Ref: 4,Ref: 2,Ref: 1, , , , 
Becker,William,12/9/2021,DV1MF,,,,,Ref: 1,,Ref: 1,,,,,,
Becker,William,12/9/2021,DV1WS,Ref: 2,,,,Ref: 1,,Ref: 3,,Ref: 1  Video: 1,Ref: 1,Video: 1,,
Becker,William,12/10/2021,U17MS,Ref: 2,,,Ref: 1,Ref: 2,,Ref: 2,Ref: 1,Video: 1,Video: 1,,,
Becker,William,12/10/2021,U20WS,Ref: 2,,,,Ref: 2,,Ref: 2,Ref: 2,Video: 1,,,,
Becker,William,12/11/2021,U20MS,Ref: 2,,,Ref: 5,Ref: 4,,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,
Becker,William,12/11/2021,U20WF,Ref: 1,,,Ref: 1,Ref: 1,,,,,,,,
Becker,William,12/12/2021,DV1MS,Ref: 2,,,,Ref: 4,,,Ref: 1,,Ref: 1,Video: 1,,
Becker,William,12/12/2021,U17WS,,,,,Ref: 1,,Ref: 2,Ref: 1,Video: 1,,,,
Becker,William,3/5/2022,Y14MS,Ref: 2,,,,,,,,,Video: 1,,,
Becker,William,3/6/2022,Y12MS,Ref: 1,,,,,,,,,Video: 1,Video: 1,,
Becker,William,4/21/2022,DV1MS,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,,,,,
Becker,William,4/22/2022,DV1WS,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,Video: 1
Becker,William,4/23/2022,U19MS,,,,,,,Ref: 2,Ref: 1,,,,,
Becker,William,7/4/2022,DV1MS,Ref: 1,,, ,Ref: 3,,Ref: 3,Ref: 1,Video: 1,Ref: 1, , , 
Becker,William,7/5/2022,U16MS,Ref: 2,,,Ref: 2,Ref: 4,,Ref: 3,Ref: 1,Video: 1,Video: 1,Video: 1, , 
Becker,William,7/9/2022,Y14WS,Ref: 2,,, , ,, , , ,Video: 1,Video: 1, , 
Becker,William,7/11/2022,Y12WS,Ref: 2,,, , ,, , , , , , , 
Belanich,Susan,3/4/2022,V50WE,,,,,,,,,,Ref: 1  Assist: 1,,,
Belanich,Susan,3/4/2022,V60WE,Ref: 1,,,,,,,Ref: 4,Ref: 1,Video: 1  Assist: 1,Video: 1,,
Belanich,Susan,3/4/2022,Y14ME,,,,Ref: 2,Ref: 1,,Ref: 1,,,,,,
Belanich,Susan,3/5/2022,VETWE,,,,,,,Ref: 1,Ref: 1,,,Video: 1,,Assist: 1
Belanich,Susan,3/5/2022,Y12WE,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 2,,Assist: 2,,,
Belanich,Susan,3/6/2022,V50ME,Ref: 1,,,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Video: 1,,
